,País,Categoria,Ano_Tipo,Valor,Ano,Tipo
4334,Espanha,Vinhos de mesa,1981_Peso,56316.0,1981,Peso
4335,Estados Unidos,Vinhos de mesa,1981_Peso,28350.0,1981,Peso
4336,França,Vinhos de mesa,1981_Peso,303063.0,1981,Peso
4337,Geórgia,Vinhos de mesa,1981_Peso,0.0,1981,Peso
4338,"Geórgia do Sul e Sandwich do Sul, Ilhas",Vinhos de mesa,1981_Peso,0.0,1981,Peso
4339,Grécia,Vinhos de mesa,1981_Peso,0.0,1981,Peso
4340,Hong Kong,Vinhos de mesa,1981_Peso,0.0,1981,Peso
4341,Hungria,Vinhos de mesa,1981_Peso,0.0,1981,Peso
4342,Indonesia,Vinhos de mesa,1981_Peso,0.0,1981,Peso
4343,Irlanda,Vinhos de mesa,1981_Peso,0.0,1981,Peso
4344,Israel,Vinhos de mesa,1981_Peso,0.0,1981,Peso
4345,Itália,Vinhos de mesa,1981_Peso,178772.0,1981,Peso
4346,Japão,Vinhos de mesa,1981_Peso,0.0,1981,Peso
4347,Iugoslavia,Vinhos de mesa,1981_Peso,0.0,1981,Peso
4348,Líbano,Vinhos de mesa,1981_Peso,0.0,1981,Peso
4349,Luxemburgo,Vinhos de mesa,1981_Peso,0.0,1981,Peso
4350,Macedônia,Vinhos de mesa,1981_Peso,0.0,1981,Peso
4351,Marrocos,Vinhos de mesa,1981_Peso,0.0,1981,Peso
4352,México,Vinhos de mesa,1981_Peso,0.0,1981,Peso
4353,Moldávia,Vinhos de mesa,1981_Peso,0.0,1981,Peso
4354,Montenegro,Vinhos de mesa,1981_Peso,0.0,1981,Peso
4355,Noruega,Vinhos de mesa,1981_Peso,0.0,1981,Peso
4356,Nova Zelândia,Vinhos de mesa,1981_Peso,0.0,1981,Peso
4357,Paises Baixos (Holanda),Vinhos de mesa,1981_Peso,0.0,1981,Peso
4358,Panamá,Vinhos de mesa,1981_Peso,0.0,1981,Peso
4359,Peru,Vinhos de mesa,1981_Peso,0.0,1981,Peso
4360,Porto Rico,Vinhos de mesa,1981_Peso,0.0,1981,Peso
4361,Portugal,Vinhos de mesa,1981_Peso,933906.0,1981,Peso
4362,Reino Unido,Vinhos de mesa,1981_Peso,0.0,1981,Peso
4363,Republica Dominicana,Vinhos de mesa,1981_Peso,0.0,1981,Peso
4364,Romênia,Vinhos de mesa,1981_Peso,0.0,1981,Peso
4365,Rússia,Vinhos de mesa,1981_Peso,0.0,1981,Peso
4366,San Marino,Vinhos de mesa,1981_Peso,0.0,1981,Peso
4367,Sérvia,Vinhos de mesa,1981_Peso,0.0,1981,Peso
4368,Síria,Vinhos de mesa,1981_Peso,0.0,1981,Peso
4369,Suíça,Vinhos de mesa,1981_Peso,0.0,1981,Peso
4370,"Tcheca, República",Vinhos de mesa,1981_Peso,0.0,1981,Peso
4371,Tunísia,Vinhos de mesa,1981_Peso,0.0,1981,Peso
4372,Turquia,Vinhos de mesa,1981_Peso,0.0,1981,Peso
4373,Ucrânia,Vinhos de mesa,1981_Peso,0.0,1981,Peso
4374,Uruguai,Vinhos de mesa,1981_Peso,0.0,1981,Peso
4375,Não consta na tabela,Vinhos de mesa,1981_Peso,0.0,1981,Peso
4376,Não declarados,Vinhos de mesa,1981_Peso,0.0,1981,Peso
4377,Outros,Vinhos de mesa,1981_Peso,17133.0,1981,Peso
4378,Argélia,Uvas frescas,1981_Peso,0.0,1981,Peso
4379,Argentina,Uvas frescas,1981_Peso,241000.0,1981,Peso
4380,Brasil,Uvas frescas,1981_Peso,0.0,1981,Peso
4381,Chile,Uvas frescas,1981_Peso,1423377.0,1981,Peso
4382,Colômbia,Uvas frescas,1981_Peso,45880.0,1981,Peso
4383,Egito,Uvas frescas,1981_Peso,0.0,1981,Peso
4384,Espanha,Uvas frescas,1981_Peso,0.0,1981,Peso
4385,Estados Unidos,Uvas frescas,1981_Peso,19523.0,1981,Peso
4386,Grécia,Uvas frescas,1981_Peso,90000.0,1981,Peso
4387,Itália,Uvas frescas,1981_Peso,0.0,1981,Peso
4388,México,Uvas frescas,1981_Peso,0.0,1981,Peso
4389,Peru,Uvas frescas,1981_Peso,0.0,1981,Peso
4390,Paraguai,Uvas frescas,1981_Peso,0.0,1981,Peso
4391,Portugal,Uvas frescas,1981_Peso,0.0,1981,Peso
4392,Panamá,Uvas frescas,1981_Peso,0.0,1981,Peso
4393,Reino Unido,Uvas frescas,1981_Peso,0.0,1981,Peso
4394,Uruguai,Uvas frescas,1981_Peso,0.0,1981,Peso
4395,Venezuela,Uvas frescas,1981_Peso,0.0,1981,Peso
4396,Não consta na tabela,Uvas frescas,1981_Peso,0.0,1981,Peso
4397,Outros,Uvas frescas,1981_Peso,0.0,1981,Peso
4398,Africa do Sul,Suco,1981_Peso,0.0,1981,Peso
4399,Alemanha,Suco,1981_Peso,0.0,1981,Peso
4400,Argentina,Suco,1981_Peso,0.0,1981,Peso
4401,Austria,Suco,1981_Peso,0.0,1981,Peso
4402,Canadá,Suco,1981_Peso,0.0,1981,Peso
4403,"Coreia do Sul, República",Suco,1981_Peso,0.0,1981,Peso
4404,"Coreia do Norte, República",Suco,1981_Peso,0.0,1981,Peso
4405,Chile,Suco,1981_Peso,0.0,1981,Peso
4406,China,Suco,1981_Peso,0.0,1981,Peso
4407,Dinamarca,Suco,1981_Peso,0.0,1981,Peso
4408,Espanha,Suco,1981_Peso,0.0,1981,Peso
4409,Estados Unidos,Suco,1981_Peso,0.0,1981,Peso
4410,França,Suco,1981_Peso,0.0,1981,Peso
4411,Guiana,Suco,1981_Peso,0.0,1981,Peso
4412,Israel,Suco,1981_Peso,0.0,1981,Peso
4413,itália,Suco,1981_Peso,0.0,1981,Peso
4414,Japão,Suco,1981_Peso,0.0,1981,Peso
4415,Líbano,Suco,1981_Peso,0.0,1981,Peso
4416,México,Suco,1981_Peso,0.0,1981,Peso
4417,Países Baixos,Suco,1981_Peso,0.0,1981,Peso
4418,Panamá,Suco,1981_Peso,0.0,1981,Peso
4419,Peru,Suco,1981_Peso,0.0,1981,Peso
4420,Portugal,Suco,1981_Peso,0.0,1981,Peso
4421,Reino Unido,Suco,1981_Peso,0.0,1981,Peso
4422,Taiwan,Suco,1981_Peso,0.0,1981,Peso
4423,Turquia,Suco,1981_Peso,0.0,1981,Peso
4424,Uruguai,Suco,1981_Peso,0.0,1981,Peso
4425,Venezuela,Suco,1981_Peso,0.0,1981,Peso
4426,Outros,Suco,1981_Peso,0.0,1981,Peso
4427,Afeganistão,Uvas passas,1981_Peso,0.0,1981,Peso
4428,África do Sul,Uvas passas,1981_Peso,0.0,1981,Peso
4429,"Alemanha, República Democrática",Uvas passas,1981_Peso,0.0,1981,Peso
4430,Arábia Saudita,Uvas passas,1981_Peso,0.0,1981,Peso
4431,Argentina,Uvas passas,1981_Peso,1558200.0,1981,Peso
4432,Austrália,Uvas passas,1981_Peso,0.0,1981,Peso
4433,Bélgica,Uvas passas,1981_Peso,0.0,1981,Peso
4434,Chile,Uvas passas,1981_Peso,327662.0,1981,Peso
4435,China,Uvas passas,1981_Peso,0.0,1981,Peso
4436,China Continental,Uvas passas,1981_Peso,0.0,1981,Peso
4437,Cingapura,Uvas passas,1981_Peso,0.0,1981,Peso
4438,Costa Rica,Uvas passas,1981_Peso,0.0,1981,Peso
4439,Emirados,Uvas passas,1981_Peso,0.0,1981,Peso
4440,Espanha,Uvas passas,1981_Peso,0.0,1981,Peso
4441,Estados Unidos,Uvas passas,1981_Peso,126804.0,1981,Peso
4442,França,Uvas passas,1981_Peso,0.0,1981,Peso
4443,Grécia,Uvas passas,1981_Peso,0.0,1981,Peso
4444,Guiana Britânica,Uvas passas,1981_Peso,0.0,1981,Peso
4445,Índia,Uvas passas,1981_Peso,0.0,1981,Peso
4446,Irã,Uvas passas,1981_Peso,0.0,1981,Peso
4447,Itália,Uvas passas,1981_Peso,0.0,1981,Peso
4448,Japão,Uvas passas,1981_Peso,0.0,1981,Peso
4449,México,Uvas passas,1981_Peso,1228260.0,1981,Peso
4450,Países Baixos,Uvas passas,1981_Peso,0.0,1981,Peso
4451,Paraguai,Uvas passas,1981_Peso,0.0,1981,Peso
4452,Peru,Uvas passas,1981_Peso,0.0,1981,Peso
4453,Portugal,Uvas passas,1981_Peso,0.0,1981,Peso
4454,Reino Unido,Uvas passas,1981_Peso,0.0,1981,Peso
4455,Suécia,Uvas passas,1981_Peso,0.0,1981,Peso
4456,Turquia,Uvas passas,1981_Peso,0.0,1981,Peso
4457,Uruguai,Uvas passas,1981_Peso,0.0,1981,Peso
4458,Uzbequistão,Uvas passas,1981_Peso,0.0,1981,Peso
4459,Venezuela,Uvas passas,1981_Peso,0.0,1981,Peso
4460,Não consta na tabela,Uvas passas,1981_Peso,0.0,1981,Peso
4461,Outros,Uvas passas,1981_Peso,0.0,1981,Peso
4462,Africa do Sul,Espumantes,1981_Valor,0.0,1981,Valor
4463,Alemanha,Espumantes,1981_Valor,1860.0,1981,Valor
4464,Argentina,Espumantes,1981_Valor,0.0,1981,Valor
4465,Austrália,Espumantes,1981_Valor,0.0,1981,Valor
4466,Austria,Espumantes,1981_Valor,0.0,1981,Valor
4467,Bermudas,Espumantes,1981_Valor,0.0,1981,Valor
4468,Bahamas,Espumantes,1981_Valor,0.0,1981,Valor
4469,Bélgica,Espumantes,1981_Valor,0.0,1981,Valor
4470,Brasil,Espumantes,1981_Valor,0.0,1981,Valor
4471,Bulgaria,Espumantes,1981_Valor,0.0,1981,Valor
4472,Canada,Espumantes,1981_Valor,0.0,1981,Valor
4473,Chile,Espumantes,1981_Valor,25350.0,1981,Valor
4474,Croácia,Espumantes,1981_Valor,0.0,1981,Valor
4475,Cuba,Espumantes,1981_Valor,0.0,1981,Valor
4476,Emirados Arabes Unidos,Espumantes,1981_Valor,0.0,1981,Valor
4477,Eslovênia,Espumantes,1981_Valor,0.0,1981,Valor
4478,Espanha,Espumantes,1981_Valor,21293.0,1981,Valor
4479,Estados Unidos,Espumantes,1981_Valor,0.0,1981,Valor
4480,França,Espumantes,1981_Valor,65022.0,1981,Valor
4481,Geórgia,Espumantes,1981_Valor,0.0,1981,Valor
4482,Grecia,Espumantes,1981_Valor,0.0,1981,Valor
4483,Hong Kong,Espumantes,1981_Valor,0.0,1981,Valor
4484,Hungria,Espumantes,1981_Valor,0.0,1981,Valor
4485,Indonesia,Espumantes,1981_Valor,0.0,1981,Valor
4486,Irlanda,Espumantes,1981_Valor,0.0,1981,Valor
4487,Israel,Espumantes,1981_Valor,985.0,1981,Valor
4488,Itália,Espumantes,1981_Valor,20568.0,1981,Valor
4489,Luxemburgo,Espumantes,1981_Valor,0.0,1981,Valor
4490,Mexico,Espumantes,1981_Valor,0.0,1981,Valor
4491,Moldávia,Espumantes,1981_Valor,0.0,1981,Valor
4492,Nova Zelândia,Espumantes,1981_Valor,0.0,1981,Valor
4493,Paises Baixos,Espumantes,1981_Valor,0.0,1981,Valor
4494,Panama,Espumantes,1981_Valor,0.0,1981,Valor
4495,Peru,Espumantes,1981_Valor,0.0,1981,Valor
4496,Portugal,Espumantes,1981_Valor,368103.0,1981,Valor
4497,Reino Unido,Espumantes,1981_Valor,0.0,1981,Valor
4498,Romenia,Espumantes,1981_Valor,0.0,1981,Valor
4499,Suíça,Espumantes,1981_Valor,0.0,1981,Valor
4500,Tunisia,Espumantes,1981_Valor,0.0,1981,Valor
4501,Ucrânia,Espumantes,1981_Valor,0.0,1981,Valor
4502,Uruguai,Espumantes,1981_Valor,0.0,1981,Valor
4503,Não consta na tabela,Espumantes,1981_Valor,0.0,1981,Valor
4504,Não declarados,Espumantes,1981_Valor,0.0,1981,Valor
4505,Outros,Espumantes,1981_Valor,15875.0,1981,Valor
4506,Africa do Sul,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4507,Alemanha,Vinhos de mesa,1981_Valor,853830.0,1981,Valor
4508,Argélia,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4509,Arábia Saudita,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4510,Argentina,Vinhos de mesa,1981_Valor,209173.0,1981,Valor
4511,Armênia,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4512,Austrália,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4513,Áustria,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4514,Bermudas,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4515,Bélgica,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4516,Bolívia,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4517,Bósnia-Herzegovina,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4518,Brasil,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4519,Bulgária,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4520,Canada,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4521,Chile,Vinhos de mesa,1981_Valor,2344875.0,1981,Valor
4522,China,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4523,"Coreia do Sul, República",Vinhos de mesa,1981_Valor,0.0,1981,Valor
4524,Croácia,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4525,Emirados Árabes Unidos,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4526,Eslovênia,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4527,Eslováquia,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4528,Espanha,Vinhos de mesa,1981_Valor,59696.0,1981,Valor
4529,Estados Unidos,Vinhos de mesa,1981_Valor,33443.0,1981,Valor
4530,França,Vinhos de mesa,1981_Valor,479427.0,1981,Valor
4531,Geórgia,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4532,"Geórgia do Sul e Sandwich do Sul, Ilhas",Vinhos de mesa,1981_Valor,0.0,1981,Valor
4533,Grécia,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4534,Hong Kong,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4535,Hungria,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4536,Indonesia,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4537,Irlanda,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4538,Israel,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4539,Itália,Vinhos de mesa,1981_Valor,222760.0,1981,Valor
4540,Japão,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4541,Iugoslavia,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4542,Líbano,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4543,Luxemburgo,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4544,Macedônia,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4545,Marrocos,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4546,México,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4547,Moldávia,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4548,Montenegro,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4549,Noruega,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4550,Nova Zelândia,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4551,Paises Baixos (Holanda),Vinhos de mesa,1981_Valor,0.0,1981,Valor
4552,Panamá,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4553,Peru,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4554,Porto Rico,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4555,Portugal,Vinhos de mesa,1981_Valor,1271300.0,1981,Valor
4556,Reino Unido,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4557,Republica Dominicana,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4558,Romênia,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4559,Rússia,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4560,San Marino,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4561,Sérvia,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4562,Síria,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4563,Suíça,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4564,"Tcheca, República",Vinhos de mesa,1981_Valor,0.0,1981,Valor
4565,Tunísia,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4566,Turquia,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4567,Ucrânia,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4568,Uruguai,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4569,Não consta na tabela,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4570,Não declarados,Vinhos de mesa,1981_Valor,0.0,1981,Valor
4571,Outros,Vinhos de mesa,1981_Valor,17869.0,1981,Valor
4572,Argélia,Uvas frescas,1981_Valor,0.0,1981,Valor
4573,Argentina,Uvas frescas,1981_Valor,270013.0,1981,Valor
4574,Brasil,Uvas frescas,1981_Valor,0.0,1981,Valor
4575,Chile,Uvas frescas,1981_Valor,1374551.0,1981,Valor
4576,Colômbia,Uvas frescas,1981_Valor,59605.0,1981,Valor
4577,Egito,Uvas frescas,1981_Valor,0.0,1981,Valor
4578,Espanha,Uvas frescas,1981_Valor,0.0,1981,Valor
4579,Estados Unidos,Uvas frescas,1981_Valor,18945.0,1981,Valor
4580,Grécia,Uvas frescas,1981_Valor,32000.0,1981,Valor
4581,Itália,Uvas frescas,1981_Valor,0.0,1981,Valor
4582,México,Uvas frescas,1981_Valor,0.0,1981,Valor
4583,Peru,Uvas frescas,1981_Valor,0.0,1981,Valor
4584,Paraguai,Uvas frescas,1981_Valor,0.0,1981,Valor
4585,Portugal,Uvas frescas,1981_Valor,0.0,1981,Valor
4586,Panamá,Uvas frescas,1981_Valor,0.0,1981,Valor
4587,Reino Unido,Uvas frescas,1981_Valor,0.0,1981,Valor
4588,Uruguai,Uvas frescas,1981_Valor,0.0,1981,Valor
4589,Venezuela,Uvas frescas,1981_Valor,0.0,1981,Valor
4590,Não consta na tabela,Uvas frescas,1981_Valor,0.0,1981,Valor
4591,Outros,Uvas frescas,1981_Valor,0.0,1981,Valor
4592,Africa do Sul,Suco,1981_Valor,0.0,1981,Valor
4593,Alemanha,Suco,1981_Valor,0.0,1981,Valor
4594,Argentina,Suco,1981_Valor,0.0,1981,Valor
4595,Austria,Suco,1981_Valor,0.0,1981,Valor
4596,Canadá,Suco,1981_Valor,0.0,1981,Valor
4597,"Coreia do Sul, República",Suco,1981_Valor,0.0,1981,Valor
4598,"Coreia do Norte, República",Suco,1981_Valor,0.0,1981,Valor
4599,Chile,Suco,1981_Valor,0.0,1981,Valor
4600,China,Suco,1981_Valor,0.0,1981,Valor
4601,Dinamarca,Suco,1981_Valor,0.0,1981,Valor
4602,Espanha,Suco,1981_Valor,0.0,1981,Valor
4603,Estados Unidos,Suco,1981_Valor,0.0,1981,Valor
4604,França,Suco,1981_Valor,0.0,1981,Valor
4605,Guiana,Suco,1981_Valor,0.0,1981,Valor
4606,Israel,Suco,1981_Valor,0.0,1981,Valor
4607,itália,Suco,1981_Valor,0.0,1981,Valor
4608,Japão,Suco,1981_Valor,0.0,1981,Valor
4609,Líbano,Suco,1981_Valor,0.0,1981,Valor
4610,México,Suco,1981_Valor,0.0,1981,Valor
4611,Países Baixos,Suco,1981_Valor,0.0,1981,Valor
4612,Panamá,Suco,1981_Valor,0.0,1981,Valor
4613,Peru,Suco,1981_Valor,0.0,1981,Valor
4614,Portugal,Suco,1981_Valor,0.0,1981,Valor
4615,Reino Unido,Suco,1981_Valor,0.0,1981,Valor
4616,Taiwan,Suco,1981_Valor,0.0,1981,Valor
4617,Turquia,Suco,1981_Valor,0.0,1981,Valor
4618,Uruguai,Suco,1981_Valor,0.0,1981,Valor
4619,Venezuela,Suco,1981_Valor,0.0,1981,Valor
4620,Outros,Suco,1981_Valor,0.0,1981,Valor
4621,Afeganistão,Uvas passas,1981_Valor,0.0,1981,Valor
4622,África do Sul,Uvas passas,1981_Valor,0.0,1981,Valor
4623,"Alemanha, República Democrática",Uvas passas,1981_Valor,0.0,1981,Valor
4624,Arábia Saudita,Uvas passas,1981_Valor,0.0,1981,Valor
4625,Argentina,Uvas passas,1981_Valor,1937074.0,1981,Valor
4626,Austrália,Uvas passas,1981_Valor,0.0,1981,Valor
4627,Bélgica,Uvas passas,1981_Valor,0.0,1981,Valor
4628,Chile,Uvas passas,1981_Valor,647273.0,1981,Valor
4629,China,Uvas passas,1981_Valor,0.0,1981,Valor
4630,China Continental,Uvas passas,1981_Valor,0.0,1981,Valor
4631,Cingapura,Uvas passas,1981_Valor,0.0,1981,Valor
4632,Costa Rica,Uvas passas,1981_Valor,0.0,1981,Valor
4633,Emirados,Uvas passas,1981_Valor,0.0,1981,Valor
4634,Espanha,Uvas passas,1981_Valor,0.0,1981,Valor
4635,Estados Unidos,Uvas passas,1981_Valor,326790.0,1981,Valor
4636,França,Uvas passas,1981_Valor,0.0,1981,Valor
4637,Grécia,Uvas passas,1981_Valor,0.0,1981,Valor
4638,Guiana Britânica,Uvas passas,1981_Valor,0.0,1981,Valor
4639,Índia,Uvas passas,1981_Valor,0.0,1981,Valor
4640,Irã,Uvas passas,1981_Valor,0.0,1981,Valor
4641,Itália,Uvas passas,1981_Valor,0.0,1981,Valor
4642,Japão,Uvas passas,1981_Valor,0.0,1981,Valor
4643,México,Uvas passas,1981_Valor,2382306.0,1981,Valor
4644,Países Baixos,Uvas passas,1981_Valor,0.0,1981,Valor
4645,Paraguai,Uvas passas,1981_Valor,0.0,1981,Valor
4646,Peru,Uvas passas,1981_Valor,0.0,1981,Valor
4647,Portugal,Uvas passas,1981_Valor,0.0,1981,Valor
4648,Reino Unido,Uvas passas,1981_Valor,0.0,1981,Valor
4649,Suécia,Uvas passas,1981_Valor,0.0,1981,Valor
4650,Turquia,Uvas passas,1981_Valor,0.0,1981,Valor
4651,Uruguai,Uvas passas,1981_Valor,0.0,1981,Valor
4652,Uzbequistão,Uvas passas,1981_Valor,0.0,1981,Valor
4653,Venezuela,Uvas passas,1981_Valor,0.0,1981,Valor
4654,Não consta na tabela,Uvas passas,1981_Valor,0.0,1981,Valor
4655,Outros,Uvas passas,1981_Valor,0.0,1981,Valor
4656,Africa do Sul,Espumantes,1982_Peso,0.0,1982,Peso
4657,Alemanha,Espumantes,1982_Peso,117270.0,1982,Peso
4658,Argentina,Espumantes,1982_Peso,0.0,1982,Peso
4659,Austrália,Espumantes,1982_Peso,0.0,1982,Peso
4660,Austria,Espumantes,1982_Peso,0.0,1982,Peso
4661,Bermudas,Espumantes,1982_Peso,0.0,1982,Peso
4662,Bahamas,Espumantes,1982_Peso,0.0,1982,Peso
4663,Bélgica,Espumantes,1982_Peso,0.0,1982,Peso
4664,Brasil,Espumantes,1982_Peso,0.0,1982,Peso
4665,Bulgaria,Espumantes,1982_Peso,0.0,1982,Peso
4666,Canada,Espumantes,1982_Peso,0.0,1982,Peso
4667,Chile,Espumantes,1982_Peso,14865.0,1982,Peso
4668,Croácia,Espumantes,1982_Peso,0.0,1982,Peso
4669,Cuba,Espumantes,1982_Peso,0.0,1982,Peso
4670,Emirados Arabes Unidos,Espumantes,1982_Peso,0.0,1982,Peso
4671,Eslovênia,Espumantes,1982_Peso,0.0,1982,Peso
4672,Espanha,Espumantes,1982_Peso,46249.0,1982,Peso
4673,Estados Unidos,Espumantes,1982_Peso,0.0,1982,Peso
4674,França,Espumantes,1982_Peso,13128.0,1982,Peso
4675,Geórgia,Espumantes,1982_Peso,0.0,1982,Peso
4676,Grecia,Espumantes,1982_Peso,0.0,1982,Peso
4677,Hong Kong,Espumantes,1982_Peso,0.0,1982,Peso
4678,Hungria,Espumantes,1982_Peso,0.0,1982,Peso
4679,Indonesia,Espumantes,1982_Peso,0.0,1982,Peso
4680,Irlanda,Espumantes,1982_Peso,0.0,1982,Peso
4681,Israel,Espumantes,1982_Peso,360.0,1982,Peso
4682,Itália,Espumantes,1982_Peso,32542.0,1982,Peso
4683,Luxemburgo,Espumantes,1982_Peso,0.0,1982,Peso
4684,Mexico,Espumantes,1982_Peso,0.0,1982,Peso
4685,Moldávia,Espumantes,1982_Peso,0.0,1982,Peso
4686,Nova Zelândia,Espumantes,1982_Peso,0.0,1982,Peso
4687,Paises Baixos,Espumantes,1982_Peso,0.0,1982,Peso
4688,Panama,Espumantes,1982_Peso,0.0,1982,Peso
4689,Peru,Espumantes,1982_Peso,0.0,1982,Peso
4690,Portugal,Espumantes,1982_Peso,242143.0,1982,Peso
4691,Reino Unido,Espumantes,1982_Peso,0.0,1982,Peso
4692,Romenia,Espumantes,1982_Peso,0.0,1982,Peso
4693,Suíça,Espumantes,1982_Peso,0.0,1982,Peso
4694,Tunisia,Espumantes,1982_Peso,0.0,1982,Peso
4695,Ucrânia,Espumantes,1982_Peso,0.0,1982,Peso
4696,Uruguai,Espumantes,1982_Peso,0.0,1982,Peso
4697,Não consta na tabela,Espumantes,1982_Peso,0.0,1982,Peso
4698,Não declarados,Espumantes,1982_Peso,0.0,1982,Peso
4699,Outros,Espumantes,1982_Peso,1350.0,1982,Peso
4700,Africa do Sul,Vinhos de mesa,1982_Peso,0.0,1982,Peso
4701,Alemanha,Vinhos de mesa,1982_Peso,996948.0,1982,Peso
4702,Argélia,Vinhos de mesa,1982_Peso,0.0,1982,Peso
4703,Arábia Saudita,Vinhos de mesa,1982_Peso,0.0,1982,Peso
4704,Argentina,Vinhos de mesa,1982_Peso,191972.0,1982,Peso
4705,Armênia,Vinhos de mesa,1982_Peso,0.0,1982,Peso
4706,Austrália,Vinhos de mesa,1982_Peso,0.0,1982,Peso
4707,Áustria,Vinhos de mesa,1982_Peso,0.0,1982,Peso
4708,Bermudas,Vinhos de mesa,1982_Peso,0.0,1982,Peso
4709,Bélgica,Vinhos de mesa,1982_Peso,0.0,1982,Peso
4710,Bolívia,Vinhos de mesa,1982_Peso,0.0,1982,Peso
4711,Bósnia-Herzegovina,Vinhos de mesa,1982_Peso,0.0,1982,Peso
4712,Brasil,Vinhos de mesa,1982_Peso,0.0,1982,Peso
4713,Bulgária,Vinhos de mesa,1982_Peso,0.0,1982,Peso
4714,Canada,Vinhos de mesa,1982_Peso,0.0,1982,Peso
4715,Chile,Vinhos de mesa,1982_Peso,786016.0,1982,Peso
4716,China,Vinhos de mesa,1982_Peso,0.0,1982,Peso
4717,"Coreia do Sul, República",Vinhos de mesa,1982_Peso,0.0,1982,Peso
4718,Croácia,Vinhos de mesa,1982_Peso,0.0,1982,Peso
4719,Emirados Árabes Unidos,Vinhos de mesa,1982_Peso,0.0,1982,Peso
4720,Eslovênia,Vinhos de mesa,1982_Peso,0.0,1982,Peso
4721,Eslováquia,Vinhos de mesa,1982_Peso,0.0,1982,Peso
4722,Espanha,Vinhos de mesa,1982_Peso,119748.0,1982,Peso
4723,Estados Unidos,Vinhos de mesa,1982_Peso,40563.0,1982,Peso
4724,França,Vinhos de mesa,1982_Peso,313977.0,1982,Peso
4725,Geórgia,Vinhos de mesa,1982_Peso,0.0,1982,Peso
4726,"Geórgia do Sul e Sandwich do Sul, Ilhas",Vinhos de mesa,1982_Peso,0.0,1982,Peso
4727,Grécia,Vinhos de mesa,1982_Peso,0.0,1982,Peso
4728,Hong Kong,Vinhos de mesa,1982_Peso,0.0,1982,Peso
4729,Hungria,Vinhos de mesa,1982_Peso,0.0,1982,Peso
4730,Indonesia,Vinhos de mesa,1982_Peso,0.0,1982,Peso
4731,Irlanda,Vinhos de mesa,1982_Peso,0.0,1982,Peso
4732,Israel,Vinhos de mesa,1982_Peso,0.0,1982,Peso
4733,Itália,Vinhos de mesa,1982_Peso,284440.0,1982,Peso
4734,Japão,Vinhos de mesa,1982_Peso,0.0,1982,Peso
4735,Iugoslavia,Vinhos de mesa,1982_Peso,1350.0,1982,Peso
4736,Líbano,Vinhos de mesa,1982_Peso,0.0,1982,Peso
