,País,Categoria,Ano_Tipo,Valor,Ano,Tipo
0,Africa do Sul,Espumantes,1970_Peso,0.0,1970,Peso
1,Alemanha,Espumantes,1970_Peso,0.0,1970,Peso
2,Argentina,Espumantes,1970_Peso,4980.0,1970,Peso
3,Austrália,Espumantes,1970_Peso,0.0,1970,Peso
4,Austria,Espumantes,1970_Peso,0.0,1970,Peso
5,Bermudas,Espumantes,1970_Peso,0.0,1970,Peso
6,Bahamas,Espumantes,1970_Peso,0.0,1970,Peso
7,Bélgica,Espumantes,1970_Peso,0.0,1970,Peso
8,Brasil,Espumantes,1970_Peso,0.0,1970,Peso
9,Bulgaria,Espumantes,1970_Peso,0.0,1970,Peso
10,Canada,Espumantes,1970_Peso,0.0,1970,Peso
11,Chile,Espumantes,1970_Peso,0.0,1970,Peso
12,Croácia,Espumantes,1970_Peso,0.0,1970,Peso
13,Cuba,Espumantes,1970_Peso,0.0,1970,Peso
14,Emirados Arabes Unidos,Espumantes,1970_Peso,0.0,1970,Peso
15,Eslovênia,Espumantes,1970_Peso,0.0,1970,Peso
16,Espanha,Espumantes,1970_Peso,12981.0,1970,Peso
17,Estados Unidos,Espumantes,1970_Peso,0.0,1970,Peso
18,França,Espumantes,1970_Peso,18458.0,1970,Peso
19,Geórgia,Espumantes,1970_Peso,0.0,1970,Peso
20,Grecia,Espumantes,1970_Peso,0.0,1970,Peso
21,Hong Kong,Espumantes,1970_Peso,0.0,1970,Peso
22,Hungria,Espumantes,1970_Peso,0.0,1970,Peso
23,Indonesia,Espumantes,1970_Peso,0.0,1970,Peso
24,Irlanda,Espumantes,1970_Peso,0.0,1970,Peso
25,Israel,Espumantes,1970_Peso,0.0,1970,Peso
26,Itália,Espumantes,1970_Peso,0.0,1970,Peso
27,Luxemburgo,Espumantes,1970_Peso,0.0,1970,Peso
28,Mexico,Espumantes,1970_Peso,0.0,1970,Peso
29,Moldávia,Espumantes,1970_Peso,0.0,1970,Peso
30,Nova Zelândia,Espumantes,1970_Peso,0.0,1970,Peso
31,Paises Baixos,Espumantes,1970_Peso,0.0,1970,Peso
32,Panama,Espumantes,1970_Peso,0.0,1970,Peso
33,Peru,Espumantes,1970_Peso,0.0,1970,Peso
34,Portugal,Espumantes,1970_Peso,1603.0,1970,Peso
35,Reino Unido,Espumantes,1970_Peso,0.0,1970,Peso
36,Romenia,Espumantes,1970_Peso,0.0,1970,Peso
37,Suíça,Espumantes,1970_Peso,0.0,1970,Peso
38,Tunisia,Espumantes,1970_Peso,0.0,1970,Peso
39,Ucrânia,Espumantes,1970_Peso,0.0,1970,Peso
40,Uruguai,Espumantes,1970_Peso,0.0,1970,Peso
41,Não consta na tabela,Espumantes,1970_Peso,0.0,1970,Peso
42,Não declarados,Espumantes,1970_Peso,0.0,1970,Peso
43,Outros,Espumantes,1970_Peso,291.0,1970,Peso
44,Africa do Sul,Vinhos de mesa,1970_Peso,0.0,1970,Peso
45,Alemanha,Vinhos de mesa,1970_Peso,52297.0,1970,Peso
46,Argélia,Vinhos de mesa,1970_Peso,0.0,1970,Peso
47,Arábia Saudita,Vinhos de mesa,1970_Peso,0.0,1970,Peso
48,Argentina,Vinhos de mesa,1970_Peso,19525.0,1970,Peso
49,Armênia,Vinhos de mesa,1970_Peso,0.0,1970,Peso
50,Austrália,Vinhos de mesa,1970_Peso,0.0,1970,Peso
51,Áustria,Vinhos de mesa,1970_Peso,1328.0,1970,Peso
52,Bermudas,Vinhos de mesa,1970_Peso,0.0,1970,Peso
53,Bélgica,Vinhos de mesa,1970_Peso,0.0,1970,Peso
54,Bolívia,Vinhos de mesa,1970_Peso,0.0,1970,Peso
55,Bósnia-Herzegovina,Vinhos de mesa,1970_Peso,0.0,1970,Peso
56,Brasil,Vinhos de mesa,1970_Peso,0.0,1970,Peso
57,Bulgária,Vinhos de mesa,1970_Peso,0.0,1970,Peso
58,Canada,Vinhos de mesa,1970_Peso,0.0,1970,Peso
59,Chile,Vinhos de mesa,1970_Peso,162370.0,1970,Peso
60,China,Vinhos de mesa,1970_Peso,0.0,1970,Peso
61,"Coreia do Sul, República",Vinhos de mesa,1970_Peso,0.0,1970,Peso
62,Croácia,Vinhos de mesa,1970_Peso,0.0,1970,Peso
63,Emirados Árabes Unidos,Vinhos de mesa,1970_Peso,0.0,1970,Peso
64,Eslovênia,Vinhos de mesa,1970_Peso,0.0,1970,Peso
65,Eslováquia,Vinhos de mesa,1970_Peso,0.0,1970,Peso
66,Espanha,Vinhos de mesa,1970_Peso,261126.0,1970,Peso
67,Estados Unidos,Vinhos de mesa,1970_Peso,0.0,1970,Peso
68,França,Vinhos de mesa,1970_Peso,91544.0,1970,Peso
69,Geórgia,Vinhos de mesa,1970_Peso,0.0,1970,Peso
70,"Geórgia do Sul e Sandwich do Sul, Ilhas",Vinhos de mesa,1970_Peso,0.0,1970,Peso
71,Grécia,Vinhos de mesa,1970_Peso,0.0,1970,Peso
72,Hong Kong,Vinhos de mesa,1970_Peso,0.0,1970,Peso
73,Hungria,Vinhos de mesa,1970_Peso,0.0,1970,Peso
74,Indonesia,Vinhos de mesa,1970_Peso,0.0,1970,Peso
75,Irlanda,Vinhos de mesa,1970_Peso,0.0,1970,Peso
76,Israel,Vinhos de mesa,1970_Peso,0.0,1970,Peso
77,Itália,Vinhos de mesa,1970_Peso,58802.0,1970,Peso
78,Japão,Vinhos de mesa,1970_Peso,0.0,1970,Peso
79,Iugoslavia,Vinhos de mesa,1970_Peso,702.0,1970,Peso
80,Líbano,Vinhos de mesa,1970_Peso,0.0,1970,Peso
81,Luxemburgo,Vinhos de mesa,1970_Peso,0.0,1970,Peso
82,Macedônia,Vinhos de mesa,1970_Peso,0.0,1970,Peso
83,Marrocos,Vinhos de mesa,1970_Peso,0.0,1970,Peso
84,México,Vinhos de mesa,1970_Peso,0.0,1970,Peso
85,Moldávia,Vinhos de mesa,1970_Peso,0.0,1970,Peso
86,Montenegro,Vinhos de mesa,1970_Peso,0.0,1970,Peso
87,Noruega,Vinhos de mesa,1970_Peso,0.0,1970,Peso
88,Nova Zelândia,Vinhos de mesa,1970_Peso,0.0,1970,Peso
89,Paises Baixos (Holanda),Vinhos de mesa,1970_Peso,0.0,1970,Peso
90,Panamá,Vinhos de mesa,1970_Peso,0.0,1970,Peso
91,Peru,Vinhos de mesa,1970_Peso,0.0,1970,Peso
92,Porto Rico,Vinhos de mesa,1970_Peso,0.0,1970,Peso
93,Portugal,Vinhos de mesa,1970_Peso,785609.0,1970,Peso
94,Reino Unido,Vinhos de mesa,1970_Peso,0.0,1970,Peso
95,Republica Dominicana,Vinhos de mesa,1970_Peso,0.0,1970,Peso
96,Romênia,Vinhos de mesa,1970_Peso,0.0,1970,Peso
97,Rússia,Vinhos de mesa,1970_Peso,0.0,1970,Peso
98,San Marino,Vinhos de mesa,1970_Peso,0.0,1970,Peso
99,Sérvia,Vinhos de mesa,1970_Peso,0.0,1970,Peso
100,Síria,Vinhos de mesa,1970_Peso,0.0,1970,Peso
101,Suíça,Vinhos de mesa,1970_Peso,0.0,1970,Peso
102,"Tcheca, República",Vinhos de mesa,1970_Peso,0.0,1970,Peso
103,Tunísia,Vinhos de mesa,1970_Peso,0.0,1970,Peso
104,Turquia,Vinhos de mesa,1970_Peso,0.0,1970,Peso
105,Ucrânia,Vinhos de mesa,1970_Peso,0.0,1970,Peso
106,Uruguai,Vinhos de mesa,1970_Peso,5767.0,1970,Peso
107,Não consta na tabela,Vinhos de mesa,1970_Peso,0.0,1970,Peso
108,Não declarados,Vinhos de mesa,1970_Peso,0.0,1970,Peso
109,Outros,Vinhos de mesa,1970_Peso,5508.0,1970,Peso
110,Argélia,Uvas frescas,1970_Peso,0.0,1970,Peso
111,Argentina,Uvas frescas,1970_Peso,2412831.0,1970,Peso
112,Brasil,Uvas frescas,1970_Peso,0.0,1970,Peso
113,Chile,Uvas frescas,1970_Peso,1557316.0,1970,Peso
114,Colômbia,Uvas frescas,1970_Peso,0.0,1970,Peso
115,Egito,Uvas frescas,1970_Peso,0.0,1970,Peso
116,Espanha,Uvas frescas,1970_Peso,1231522.0,1970,Peso
117,Estados Unidos,Uvas frescas,1970_Peso,94669.0,1970,Peso
118,Grécia,Uvas frescas,1970_Peso,126248.0,1970,Peso
119,Itália,Uvas frescas,1970_Peso,0.0,1970,Peso
120,México,Uvas frescas,1970_Peso,23240.0,1970,Peso
121,Peru,Uvas frescas,1970_Peso,0.0,1970,Peso
122,Paraguai,Uvas frescas,1970_Peso,0.0,1970,Peso
123,Portugal,Uvas frescas,1970_Peso,28150.0,1970,Peso
124,Panamá,Uvas frescas,1970_Peso,0.0,1970,Peso
125,Reino Unido,Uvas frescas,1970_Peso,0.0,1970,Peso
126,Uruguai,Uvas frescas,1970_Peso,0.0,1970,Peso
127,Venezuela,Uvas frescas,1970_Peso,0.0,1970,Peso
128,Não consta na tabela,Uvas frescas,1970_Peso,0.0,1970,Peso
129,Outros,Uvas frescas,1970_Peso,0.0,1970,Peso
130,Africa do Sul,Suco,1970_Peso,0.0,1970,Peso
131,Alemanha,Suco,1970_Peso,0.0,1970,Peso
132,Argentina,Suco,1970_Peso,0.0,1970,Peso
133,Austria,Suco,1970_Peso,0.0,1970,Peso
134,Canadá,Suco,1970_Peso,0.0,1970,Peso
135,"Coreia do Sul, República",Suco,1970_Peso,0.0,1970,Peso
136,"Coreia do Norte, República",Suco,1970_Peso,0.0,1970,Peso
137,Chile,Suco,1970_Peso,0.0,1970,Peso
138,China,Suco,1970_Peso,0.0,1970,Peso
139,Dinamarca,Suco,1970_Peso,0.0,1970,Peso
140,Espanha,Suco,1970_Peso,0.0,1970,Peso
141,Estados Unidos,Suco,1970_Peso,0.0,1970,Peso
142,França,Suco,1970_Peso,0.0,1970,Peso
143,Guiana,Suco,1970_Peso,0.0,1970,Peso
144,Israel,Suco,1970_Peso,0.0,1970,Peso
145,itália,Suco,1970_Peso,0.0,1970,Peso
146,Japão,Suco,1970_Peso,0.0,1970,Peso
147,Líbano,Suco,1970_Peso,0.0,1970,Peso
148,México,Suco,1970_Peso,0.0,1970,Peso
149,Países Baixos,Suco,1970_Peso,0.0,1970,Peso
150,Panamá,Suco,1970_Peso,0.0,1970,Peso
151,Peru,Suco,1970_Peso,0.0,1970,Peso
152,Portugal,Suco,1970_Peso,0.0,1970,Peso
153,Reino Unido,Suco,1970_Peso,0.0,1970,Peso
154,Taiwan,Suco,1970_Peso,0.0,1970,Peso
155,Turquia,Suco,1970_Peso,0.0,1970,Peso
156,Uruguai,Suco,1970_Peso,0.0,1970,Peso
157,Venezuela,Suco,1970_Peso,0.0,1970,Peso
158,Outros,Suco,1970_Peso,0.0,1970,Peso
159,Afeganistão,Uvas passas,1970_Peso,0.0,1970,Peso
160,África do Sul,Uvas passas,1970_Peso,0.0,1970,Peso
161,"Alemanha, República Democrática",Uvas passas,1970_Peso,0.0,1970,Peso
162,Arábia Saudita,Uvas passas,1970_Peso,0.0,1970,Peso
163,Argentina,Uvas passas,1970_Peso,1530058.0,1970,Peso
164,Austrália,Uvas passas,1970_Peso,0.0,1970,Peso
165,Bélgica,Uvas passas,1970_Peso,0.0,1970,Peso
166,Chile,Uvas passas,1970_Peso,4000.0,1970,Peso
167,China,Uvas passas,1970_Peso,0.0,1970,Peso
168,China Continental,Uvas passas,1970_Peso,0.0,1970,Peso
169,Cingapura,Uvas passas,1970_Peso,0.0,1970,Peso
170,Costa Rica,Uvas passas,1970_Peso,0.0,1970,Peso
171,Emirados,Uvas passas,1970_Peso,0.0,1970,Peso
172,Espanha,Uvas passas,1970_Peso,20000.0,1970,Peso
173,Estados Unidos,Uvas passas,1970_Peso,415210.0,1970,Peso
174,França,Uvas passas,1970_Peso,0.0,1970,Peso
175,Grécia,Uvas passas,1970_Peso,178475.0,1970,Peso
176,Guiana Britânica,Uvas passas,1970_Peso,334.0,1970,Peso
177,Índia,Uvas passas,1970_Peso,0.0,1970,Peso
178,Irã,Uvas passas,1970_Peso,0.0,1970,Peso
179,Itália,Uvas passas,1970_Peso,33600.0,1970,Peso
180,Japão,Uvas passas,1970_Peso,0.0,1970,Peso
181,México,Uvas passas,1970_Peso,170172.0,1970,Peso
182,Países Baixos,Uvas passas,1970_Peso,104.0,1970,Peso
183,Paraguai,Uvas passas,1970_Peso,0.0,1970,Peso
184,Peru,Uvas passas,1970_Peso,0.0,1970,Peso
185,Portugal,Uvas passas,1970_Peso,0.0,1970,Peso
186,Reino Unido,Uvas passas,1970_Peso,39.0,1970,Peso
187,Suécia,Uvas passas,1970_Peso,12000.0,1970,Peso
188,Turquia,Uvas passas,1970_Peso,124832.0,1970,Peso
189,Uruguai,Uvas passas,1970_Peso,0.0,1970,Peso
190,Uzbequistão,Uvas passas,1970_Peso,0.0,1970,Peso
191,Venezuela,Uvas passas,1970_Peso,0.0,1970,Peso
192,Não consta na tabela,Uvas passas,1970_Peso,0.0,1970,Peso
193,Outros,Uvas passas,1970_Peso,0.0,1970,Peso
194,Africa do Sul,Espumantes,1970_Valor,0.0,1970,Valor
195,Alemanha,Espumantes,1970_Valor,0.0,1970,Valor
196,Argentina,Espumantes,1970_Valor,3836.0,1970,Valor
197,Austrália,Espumantes,1970_Valor,0.0,1970,Valor
198,Austria,Espumantes,1970_Valor,0.0,1970,Valor
199,Bermudas,Espumantes,1970_Valor,0.0,1970,Valor
200,Bahamas,Espumantes,1970_Valor,0.0,1970,Valor
201,Bélgica,Espumantes,1970_Valor,0.0,1970,Valor
202,Brasil,Espumantes,1970_Valor,0.0,1970,Valor
203,Bulgaria,Espumantes,1970_Valor,0.0,1970,Valor
204,Canada,Espumantes,1970_Valor,0.0,1970,Valor
205,Chile,Espumantes,1970_Valor,0.0,1970,Valor
206,Croácia,Espumantes,1970_Valor,0.0,1970,Valor
207,Cuba,Espumantes,1970_Valor,0.0,1970,Valor
208,Emirados Arabes Unidos,Espumantes,1970_Valor,0.0,1970,Valor
209,Eslovênia,Espumantes,1970_Valor,0.0,1970,Valor
210,Espanha,Espumantes,1970_Valor,8568.0,1970,Valor
211,Estados Unidos,Espumantes,1970_Valor,0.0,1970,Valor
212,França,Espumantes,1970_Valor,45798.0,1970,Valor
213,Geórgia,Espumantes,1970_Valor,0.0,1970,Valor
214,Grecia,Espumantes,1970_Valor,0.0,1970,Valor
215,Hong Kong,Espumantes,1970_Valor,0.0,1970,Valor
216,Hungria,Espumantes,1970_Valor,0.0,1970,Valor
217,Indonesia,Espumantes,1970_Valor,0.0,1970,Valor
218,Irlanda,Espumantes,1970_Valor,0.0,1970,Valor
219,Israel,Espumantes,1970_Valor,0.0,1970,Valor
220,Itália,Espumantes,1970_Valor,0.0,1970,Valor
221,Luxemburgo,Espumantes,1970_Valor,0.0,1970,Valor
222,Mexico,Espumantes,1970_Valor,0.0,1970,Valor
223,Moldávia,Espumantes,1970_Valor,0.0,1970,Valor
224,Nova Zelândia,Espumantes,1970_Valor,0.0,1970,Valor
225,Paises Baixos,Espumantes,1970_Valor,0.0,1970,Valor
226,Panama,Espumantes,1970_Valor,0.0,1970,Valor
227,Peru,Espumantes,1970_Valor,0.0,1970,Valor
228,Portugal,Espumantes,1970_Valor,2240.0,1970,Valor
229,Reino Unido,Espumantes,1970_Valor,0.0,1970,Valor
230,Romenia,Espumantes,1970_Valor,0.0,1970,Valor
231,Suíça,Espumantes,1970_Valor,0.0,1970,Valor
232,Tunisia,Espumantes,1970_Valor,0.0,1970,Valor
233,Ucrânia,Espumantes,1970_Valor,0.0,1970,Valor
234,Uruguai,Espumantes,1970_Valor,0.0,1970,Valor
235,Não consta na tabela,Espumantes,1970_Valor,0.0,1970,Valor
236,Não declarados,Espumantes,1970_Valor,0.0,1970,Valor
237,Outros,Espumantes,1970_Valor,1859.0,1970,Valor
238,Africa do Sul,Vinhos de mesa,1970_Valor,0.0,1970,Valor
239,Alemanha,Vinhos de mesa,1970_Valor,30498.0,1970,Valor
240,Argélia,Vinhos de mesa,1970_Valor,0.0,1970,Valor
241,Arábia Saudita,Vinhos de mesa,1970_Valor,0.0,1970,Valor
242,Argentina,Vinhos de mesa,1970_Valor,12260.0,1970,Valor
243,Armênia,Vinhos de mesa,1970_Valor,0.0,1970,Valor
244,Austrália,Vinhos de mesa,1970_Valor,0.0,1970,Valor
245,Áustria,Vinhos de mesa,1970_Valor,707.0,1970,Valor
246,Bermudas,Vinhos de mesa,1970_Valor,0.0,1970,Valor
247,Bélgica,Vinhos de mesa,1970_Valor,0.0,1970,Valor
248,Bolívia,Vinhos de mesa,1970_Valor,0.0,1970,Valor
249,Bósnia-Herzegovina,Vinhos de mesa,1970_Valor,0.0,1970,Valor
250,Brasil,Vinhos de mesa,1970_Valor,0.0,1970,Valor
251,Bulgária,Vinhos de mesa,1970_Valor,0.0,1970,Valor
252,Canada,Vinhos de mesa,1970_Valor,0.0,1970,Valor
253,Chile,Vinhos de mesa,1970_Valor,101819.0,1970,Valor
254,China,Vinhos de mesa,1970_Valor,0.0,1970,Valor
255,"Coreia do Sul, República",Vinhos de mesa,1970_Valor,0.0,1970,Valor
256,Croácia,Vinhos de mesa,1970_Valor,0.0,1970,Valor
257,Emirados Árabes Unidos,Vinhos de mesa,1970_Valor,0.0,1970,Valor
258,Eslovênia,Vinhos de mesa,1970_Valor,0.0,1970,Valor
259,Eslováquia,Vinhos de mesa,1970_Valor,0.0,1970,Valor
260,Espanha,Vinhos de mesa,1970_Valor,90159.0,1970,Valor
261,Estados Unidos,Vinhos de mesa,1970_Valor,0.0,1970,Valor
262,França,Vinhos de mesa,1970_Valor,78135.0,1970,Valor
263,Geórgia,Vinhos de mesa,1970_Valor,0.0,1970,Valor
264,"Geórgia do Sul e Sandwich do Sul, Ilhas",Vinhos de mesa,1970_Valor,0.0,1970,Valor
265,Grécia,Vinhos de mesa,1970_Valor,0.0,1970,Valor
266,Hong Kong,Vinhos de mesa,1970_Valor,0.0,1970,Valor
267,Hungria,Vinhos de mesa,1970_Valor,0.0,1970,Valor
268,Indonesia,Vinhos de mesa,1970_Valor,0.0,1970,Valor
269,Irlanda,Vinhos de mesa,1970_Valor,0.0,1970,Valor
270,Israel,Vinhos de mesa,1970_Valor,0.0,1970,Valor
271,Itália,Vinhos de mesa,1970_Valor,32376.0,1970,Valor
272,Japão,Vinhos de mesa,1970_Valor,0.0,1970,Valor
273,Iugoslavia,Vinhos de mesa,1970_Valor,326.0,1970,Valor
274,Líbano,Vinhos de mesa,1970_Valor,0.0,1970,Valor
275,Luxemburgo,Vinhos de mesa,1970_Valor,0.0,1970,Valor
276,Macedônia,Vinhos de mesa,1970_Valor,0.0,1970,Valor
277,Marrocos,Vinhos de mesa,1970_Valor,0.0,1970,Valor
278,México,Vinhos de mesa,1970_Valor,0.0,1970,Valor
279,Moldávia,Vinhos de mesa,1970_Valor,0.0,1970,Valor
280,Montenegro,Vinhos de mesa,1970_Valor,0.0,1970,Valor
281,Noruega,Vinhos de mesa,1970_Valor,0.0,1970,Valor
282,Nova Zelândia,Vinhos de mesa,1970_Valor,0.0,1970,Valor
283,Paises Baixos (Holanda),Vinhos de mesa,1970_Valor,0.0,1970,Valor
284,Panamá,Vinhos de mesa,1970_Valor,0.0,1970,Valor
285,Peru,Vinhos de mesa,1970_Valor,0.0,1970,Valor
286,Porto Rico,Vinhos de mesa,1970_Valor,0.0,1970,Valor
287,Portugal,Vinhos de mesa,1970_Valor,531480.0,1970,Valor
288,Reino Unido,Vinhos de mesa,1970_Valor,0.0,1970,Valor
289,Republica Dominicana,Vinhos de mesa,1970_Valor,0.0,1970,Valor
290,Romênia,Vinhos de mesa,1970_Valor,0.0,1970,Valor
291,Rússia,Vinhos de mesa,1970_Valor,0.0,1970,Valor
292,San Marino,Vinhos de mesa,1970_Valor,0.0,1970,Valor
293,Sérvia,Vinhos de mesa,1970_Valor,0.0,1970,Valor
294,Síria,Vinhos de mesa,1970_Valor,0.0,1970,Valor
295,Suíça,Vinhos de mesa,1970_Valor,0.0,1970,Valor
296,"Tcheca, República",Vinhos de mesa,1970_Valor,0.0,1970,Valor
297,Tunísia,Vinhos de mesa,1970_Valor,0.0,1970,Valor
298,Turquia,Vinhos de mesa,1970_Valor,0.0,1970,Valor
299,Ucrânia,Vinhos de mesa,1970_Valor,0.0,1970,Valor
300,Uruguai,Vinhos de mesa,1970_Valor,1871.0,1970,Valor
301,Não consta na tabela,Vinhos de mesa,1970_Valor,0.0,1970,Valor
302,Não declarados,Vinhos de mesa,1970_Valor,0.0,1970,Valor
303,Outros,Vinhos de mesa,1970_Valor,4255.0,1970,Valor
304,Argélia,Uvas frescas,1970_Valor,0.0,1970,Valor
305,Argentina,Uvas frescas,1970_Valor,782408.0,1970,Valor
306,Brasil,Uvas frescas,1970_Valor,0.0,1970,Valor
307,Chile,Uvas frescas,1970_Valor,409704.0,1970,Valor
308,Colômbia,Uvas frescas,1970_Valor,0.0,1970,Valor
309,Egito,Uvas frescas,1970_Valor,0.0,1970,Valor
310,Espanha,Uvas frescas,1970_Valor,404105.0,1970,Valor
311,Estados Unidos,Uvas frescas,1970_Valor,39610.0,1970,Valor
312,Grécia,Uvas frescas,1970_Valor,25488.0,1970,Valor
313,Itália,Uvas frescas,1970_Valor,0.0,1970,Valor
314,México,Uvas frescas,1970_Valor,11024.0,1970,Valor
315,Peru,Uvas frescas,1970_Valor,0.0,1970,Valor
316,Paraguai,Uvas frescas,1970_Valor,0.0,1970,Valor
317,Portugal,Uvas frescas,1970_Valor,13872.0,1970,Valor
318,Panamá,Uvas frescas,1970_Valor,0.0,1970,Valor
319,Reino Unido,Uvas frescas,1970_Valor,0.0,1970,Valor
320,Uruguai,Uvas frescas,1970_Valor,0.0,1970,Valor
321,Venezuela,Uvas frescas,1970_Valor,0.0,1970,Valor
322,Não consta na tabela,Uvas frescas,1970_Valor,0.0,1970,Valor
323,Outros,Uvas frescas,1970_Valor,0.0,1970,Valor
324,Africa do Sul,Suco,1970_Valor,0.0,1970,Valor
325,Alemanha,Suco,1970_Valor,0.0,1970,Valor
326,Argentina,Suco,1970_Valor,0.0,1970,Valor
327,Austria,Suco,1970_Valor,0.0,1970,Valor
328,Canadá,Suco,1970_Valor,0.0,1970,Valor
329,"Coreia do Sul, República",Suco,1970_Valor,0.0,1970,Valor
330,"Coreia do Norte, República",Suco,1970_Valor,0.0,1970,Valor
331,Chile,Suco,1970_Valor,0.0,1970,Valor
332,China,Suco,1970_Valor,0.0,1970,Valor
333,Dinamarca,Suco,1970_Valor,0.0,1970,Valor
334,Espanha,Suco,1970_Valor,0.0,1970,Valor
335,Estados Unidos,Suco,1970_Valor,0.0,1970,Valor
336,França,Suco,1970_Valor,0.0,1970,Valor
337,Guiana,Suco,1970_Valor,0.0,1970,Valor
338,Israel,Suco,1970_Valor,0.0,1970,Valor
339,itália,Suco,1970_Valor,0.0,1970,Valor
340,Japão,Suco,1970_Valor,0.0,1970,Valor
341,Líbano,Suco,1970_Valor,0.0,1970,Valor
342,México,Suco,1970_Valor,0.0,1970,Valor
343,Países Baixos,Suco,1970_Valor,0.0,1970,Valor
344,Panamá,Suco,1970_Valor,0.0,1970,Valor
345,Peru,Suco,1970_Valor,0.0,1970,Valor
346,Portugal,Suco,1970_Valor,0.0,1970,Valor
347,Reino Unido,Suco,1970_Valor,0.0,1970,Valor
348,Taiwan,Suco,1970_Valor,0.0,1970,Valor
349,Turquia,Suco,1970_Valor,0.0,1970,Valor
350,Uruguai,Suco,1970_Valor,0.0,1970,Valor
351,Venezuela,Suco,1970_Valor,0.0,1970,Valor
352,Outros,Suco,1970_Valor,0.0,1970,Valor
353,Afeganistão,Uvas passas,1970_Valor,0.0,1970,Valor
354,África do Sul,Uvas passas,1970_Valor,0.0,1970,Valor
355,"Alemanha, República Democrática",Uvas passas,1970_Valor,0.0,1970,Valor
356,Arábia Saudita,Uvas passas,1970_Valor,0.0,1970,Valor
357,Argentina,Uvas passas,1970_Valor,845068.0,1970,Valor
358,Austrália,Uvas passas,1970_Valor,0.0,1970,Valor
359,Bélgica,Uvas passas,1970_Valor,0.0,1970,Valor
360,Chile,Uvas passas,1970_Valor,1040.0,1970,Valor
361,China,Uvas passas,1970_Valor,0.0,1970,Valor
362,China Continental,Uvas passas,1970_Valor,0.0,1970,Valor
363,Cingapura,Uvas passas,1970_Valor,0.0,1970,Valor
364,Costa Rica,Uvas passas,1970_Valor,0.0,1970,Valor
365,Emirados,Uvas passas,1970_Valor,0.0,1970,Valor
366,Espanha,Uvas passas,1970_Valor,9584.0,1970,Valor
367,Estados Unidos,Uvas passas,1970_Valor,305494.0,1970,Valor
368,França,Uvas passas,1970_Valor,0.0,1970,Valor
369,Grécia,Uvas passas,1970_Valor,56586.0,1970,Valor
370,Guiana Britânica,Uvas passas,1970_Valor,202.0,1970,Valor
371,Índia,Uvas passas,1970_Valor,0.0,1970,Valor
372,Irã,Uvas passas,1970_Valor,0.0,1970,Valor
373,Itália,Uvas passas,1970_Valor,11396.0,1970,Valor
374,Japão,Uvas passas,1970_Valor,0.0,1970,Valor
375,México,Uvas passas,1970_Valor,100310.0,1970,Valor
376,Países Baixos,Uvas passas,1970_Valor,91.0,1970,Valor
377,Paraguai,Uvas passas,1970_Valor,0.0,1970,Valor
378,Peru,Uvas passas,1970_Valor,0.0,1970,Valor
379,Portugal,Uvas passas,1970_Valor,0.0,1970,Valor
380,Reino Unido,Uvas passas,1970_Valor,29.0,1970,Valor
381,Suécia,Uvas passas,1970_Valor,3866.0,1970,Valor
382,Turquia,Uvas passas,1970_Valor,41962.0,1970,Valor
383,Uruguai,Uvas passas,1970_Valor,0.0,1970,Valor
384,Uzbequistão,Uvas passas,1970_Valor,0.0,1970,Valor
385,Venezuela,Uvas passas,1970_Valor,0.0,1970,Valor
386,Não consta na tabela,Uvas passas,1970_Valor,0.0,1970,Valor
387,Outros,Uvas passas,1970_Valor,0.0,1970,Valor
388,Africa do Sul,Espumantes,1971_Peso,0.0,1971,Peso
389,Alemanha,Espumantes,1971_Peso,25.0,1971,Peso
390,Argentina,Espumantes,1971_Peso,8811.0,1971,Peso
391,Austrália,Espumantes,1971_Peso,0.0,1971,Peso
392,Austria,Espumantes,1971_Peso,0.0,1971,Peso
393,Bermudas,Espumantes,1971_Peso,0.0,1971,Peso
394,Bahamas,Espumantes,1971_Peso,0.0,1971,Peso
395,Bélgica,Espumantes,1971_Peso,0.0,1971,Peso
396,Brasil,Espumantes,1971_Peso,0.0,1971,Peso
397,Bulgaria,Espumantes,1971_Peso,0.0,1971,Peso
398,Canada,Espumantes,1971_Peso,0.0,1971,Peso
399,Chile,Espumantes,1971_Peso,0.0,1971,Peso
400,Croácia,Espumantes,1971_Peso,0.0,1971,Peso
401,Cuba,Espumantes,1971_Peso,0.0,1971,Peso
402,Emirados Arabes Unidos,Espumantes,1971_Peso,0.0,1971,Peso
403,Eslovênia,Espumantes,1971_Peso,0.0,1971,Peso
404,Espanha,Espumantes,1971_Peso,7865.0,1971,Peso
405,Estados Unidos,Espumantes,1971_Peso,0.0,1971,Peso
406,França,Espumantes,1971_Peso,26523.0,1971,Peso
407,Geórgia,Espumantes,1971_Peso,0.0,1971,Peso
408,Grecia,Espumantes,1971_Peso,0.0,1971,Peso
409,Hong Kong,Espumantes,1971_Peso,0.0,1971,Peso
410,Hungria,Espumantes,1971_Peso,0.0,1971,Peso
411,Indonesia,Espumantes,1971_Peso,0.0,1971,Peso
412,Irlanda,Espumantes,1971_Peso,0.0,1971,Peso
413,Israel,Espumantes,1971_Peso,360.0,1971,Peso
414,Itália,Espumantes,1971_Peso,554.0,1971,Peso
415,Luxemburgo,Espumantes,1971_Peso,0.0,1971,Peso
416,Mexico,Espumantes,1971_Peso,0.0,1971,Peso
417,Moldávia,Espumantes,1971_Peso,0.0,1971,Peso
